[0.055189624428749084, 1.2567455768585205]
[1.6736068725585938, 1.3369531631469727]
[0.4265713095664978, -0.8698107004165649]
[-2.2506942749023438, 1.1495290994644165]
[-0.5871990919113159, -2.097259998321533]
[0.8941134214401245, 0.08512122184038162]
[-1.5999910831451416, -0.4966059923171997]
[-0.30055633187294006, 0.442096471786499]
[-2.253734827041626, -0.45762526988983154]
[-0.8530824780464172, -1.104501724243164]
[-0.995391845703125, 0.006264417432248592]
[-0.3383798599243164, 2.9575345516204834]
[-0.17023172974586487, 0.18410098552703857]
[1.5050184726715088, -0.5828529000282288]
[-1.8045424222946167, -0.2850242555141449]
[-0.5939242243766785, -0.810093879699707]
[0.5916677713394165, 0.19150273501873016]
[-0.9035431146621704, 0.5382967591285706]
[0.33161333203315735, 0.9265159368515015]
[-1.1536822319030762, -1.0197075605392456]
[0.5585225820541382, -0.8189442157745361]
[1.8534002304077148, 1.4316926002502441]
[-1.065225601196289, -1.0869051218032837]
[-2.389272928237915, 1.2817758321762085]
[0.21187059581279755, 0.6996816992759705]
[0.3503931760787964, 0.3297526240348816]
[-0.8524800539016724, -2.5307374000549316]
[-0.1755516082048416, 0.3969133496284485]
[-0.4377526342868805, -0.32396960258483887]
[-1.285058856010437, 1.9563795328140259]
[0.1385900229215622, -0.11305411905050278]
[-1.0077416896820068, 0.714176595211029]
[1.441964030265808, -1.0220431089401245]
[-0.682251513004303, -0.7302303910255432]
[1.0156573057174683, 1.4926726818084717]
[0.16455723345279694, 2.5120530128479004]
[0.33923980593681335, 0.9040405750274658]
[1.2178857326507568, 1.6255625486373901]
[0.2521262466907501, -0.25165578722953796]
[1.5423353910446167, -0.8105560541152954]
[-1.4259259700775146, -0.03232887387275696]
[-0.8160120844841003, 0.37326622009277344]
[-2.1151680946350098, -2.645434856414795]
[-1.3108952045440674, -1.2527755498886108]
[-0.34464290738105774, 0.0723736435174942]
[-0.9056221842765808, -1.8600138425827026]
[-0.6480957269668579, 0.20187917351722717]
[-0.2577971816062927, 1.7453460693359375]
[-0.7970728874206543, -0.11218269914388657]
[-0.28980422019958496, 0.35211285948753357]
[0.059902869164943695, 0.2030000239610672]
[2.0608136653900146, 0.8041839003562927]
[-0.08432585000991821, -0.838275134563446]
[-1.1569904088974, 0.2123161107301712]
[-0.322249174118042, -1.2853529453277588]
[-0.7038523554801941, 0.4549865126609802]
[1.928264856338501, 0.2910226583480835]
[-1.1390613317489624, -1.3638551235198975]
[0.306804358959198, -1.3413690328598022]
[-1.6702420711517334, 0.8496562242507935]
[0.5024589896202087, -0.5680936574935913]
[-1.294176697731018, 2.0921969413757324]
[0.4146372377872467, 1.0456944704055786]
[3.7144341468811035, 0.49013349413871765]
[0.20845283567905426, -0.4885352551937103]
[-0.40047746896743774, 3.0621044635772705]
[0.46799853444099426, 1.1726257801055908]
[-1.7084288597106934, 0.27568280696868896]
[1.6732852458953857, 0.31269508600234985]
[1.021789789199829, 0.9342973232269287]
[0.19610221683979034, 0.12790165841579437]
[-0.8218457102775574, 1.5942492485046387]
[-1.6983551979064941, -0.08447094261646271]
[1.984342336654663, -0.9012401700019836]
[-0.26560840010643005, 0.12524491548538208]
[1.2674331665039062, 1.4594166278839111]
[0.31314438581466675, 0.15005624294281006]
[-1.6041337251663208, 0.6531214118003845]
[-1.3305375576019287, 0.5171546936035156]
[-1.0008355379104614, 1.6719622611999512]
[1.050776481628418, 1.074043869972229]
[1.2246373891830444, 1.481149673461914]
[0.6294885873794556, 0.284969300031662]
[1.6349759101867676, -0.6150088310241699]
[-0.11348018795251846, -0.9755401611328125]
[-0.8703824877738953, 0.42220833897590637]
[-0.19599658250808716, 0.007443898823112249]
[-0.6682282090187073, -1.070419430732727]
[2.1032190322875977, 0.26036569476127625]
[-0.741148829460144, 2.2471683025360107]
[1.6121902465820312, -0.5140742659568787]
[-0.6621436476707458, 1.38945472240448]
[0.6314342021942139, -1.6783463954925537]
[0.46569928526878357, 0.95648592710495]
[-0.7516359686851501, 0.375376433134079]
[1.225699543952942, 1.3846888542175293]
[-1.7950334548950195, -1.5413391590118408]
[-0.7806258201599121, 0.47708699107170105]
[-0.8843220472335815, -0.10416771471500397]
[-2.916442632675171, 0.631460428237915]
[-0.27223286032676697, 1.184200644493103]
[-0.5304516553878784, 1.2960693836212158]
[-1.8073738813400269, -0.23389071226119995]
[-0.44543278217315674, -0.9291962385177612]
[-2.035763740539551, -0.6874555349349976]
[-1.4613977670669556, 0.4668252766132355]
[1.9024113416671753, -0.4620286822319031]
[-0.2615432143211365, 0.4028346538543701]
[1.4883272647857666, 0.24870017170906067]
[0.48926228284835815, -0.17017614841461182]
[0.8153847455978394, -1.5414512157440186]
[-0.16309109330177307, 0.417086660861969]
[-2.416995048522949, -0.05073687434196472]
[-1.5518429279327393, 0.7807114124298096]
[1.3773497343063354, 0.5059202313423157]
[-0.7472387552261353, -1.2137556076049805]
[-0.3844137489795685, -2.1238653659820557]
[0.7908284664154053, 0.032441675662994385]
[1.4275439977645874, 1.1089147329330444]
[1.9647302627563477, 1.8520798683166504]
[-0.5053404569625854, -0.406116247177124]
[1.6676863431930542, 0.5492568612098694]
[0.5903148055076599, 0.0594099760055542]
[-0.7525448203086853, 1.34307062625885]
[-1.8793256282806396, 0.04046213999390602]
[-0.8646218776702881, 0.33511441946029663]
[1.9579473733901978, -0.4936618208885193]
[-1.0892322063446045, 3.3102903366088867]
[-1.2966638803482056, -0.006884320639073849]
[0.421482652425766, 1.301146149635315]
[-0.3075174391269684, 0.15513089299201965]
[-1.0285661220550537, 2.3356239795684814]
[-1.082079529762268, -0.02527310512959957]
[-1.5263158082962036, -1.9361462593078613]
[1.4844757318496704, -2.492649793624878]
[-0.2837787866592407, 0.4133121073246002]
[-0.3931805491447449, 0.07511870563030243]
[-0.9933634400367737, 0.4250510632991791]
[0.7444590330123901, 1.163249135017395]
[-0.9240206480026245, -1.2901324033737183]
[-1.5469452142715454, -0.932909369468689]
[-1.190455436706543, 1.8506548404693604]
[-0.8637186884880066, -1.574824571609497]
[0.35864508152008057, -0.1417773813009262]
[-0.544619083404541, 0.0877237543463707]
[-0.29921627044677734, 2.63619065284729]
[-0.7867146730422974, 0.582202672958374]
[1.7553980350494385, -0.9761035442352295]
[-0.9684401750564575, -1.455535650253296]
[-0.18058431148529053, 0.28418898582458496]
[0.0350058376789093, -0.29727640748023987]
[1.7002781629562378, -0.7170897126197815]
[-1.5486278533935547, 0.10586036741733551]
[-1.1529053449630737, -1.0616497993469238]
[-0.04113985225558281, -1.3597222566604614]
[0.47575974464416504, 1.1802678108215332]
[2.3281826972961426, 0.9271764755249023]
[-0.28126612305641174, 0.439316987991333]
[0.7882628440856934, -0.8687976598739624]
[0.9138954877853394, 0.06877535581588745]
[-0.6635445356369019, 0.018521299585700035]
[-0.3598457872867584, 0.4526270627975464]
[-0.02129223756492138, -2.506361722946167]
[-1.2712002992630005, 2.3968186378479004]
[0.5349374413490295, -1.0452167987823486]
[1.9018864631652832, -0.8552898168563843]
[-0.9380138516426086, -1.396998643875122]
[-0.5822372436523438, -1.0988807678222656]
[-0.7944002151489258, -0.4813087284564972]
[1.0990478992462158, 1.3159916400909424]
[0.23268285393714905, -2.3974995613098145]
[0.7975763082504272, 0.03580036759376526]
[-0.17445872724056244, -1.2807742357254028]
[-0.24692729115486145, 3.137512445449829]
[-2.2169740200042725, 0.03598449006676674]
[-0.14744971692562103, 2.5342772006988525]
[0.06263351440429688, -3.635434865951538]
[-1.3282079696655273, 0.48884791135787964]
[0.7756801843643188, 0.5105956792831421]
[-0.2513933479785919, 0.5232920050621033]
[-1.1479414701461792, 0.020450511947274208]
[-0.6445087790489197, 0.6970740556716919]
[-0.03168465569615364, 0.110322006046772]
[-1.1073757410049438, -1.759686827659607]
[-1.7107936143875122, -0.3942927122116089]
[-0.3013524115085602, -0.6302008628845215]
[1.039312720298767, -0.8741142749786377]
[0.5235304832458496, -0.018148569390177727]
[-0.5433866381645203, -0.2141941785812378]
[0.5218801498413086, -0.09044523537158966]
[0.516433835029602, -0.014724125154316425]
[-0.3253462016582489, 2.692610740661621]
[1.4090847969055176, 1.2410131692886353]
[-0.6322317719459534, 1.3460149765014648]
[0.38551586866378784, -1.5338294506072998]
[-0.6890003681182861, -0.8746005296707153]
[0.23110952973365784, -1.1285860538482666]
[-0.9568190574645996, 0.5568971037864685]
[-0.39821872115135193, 0.052989669144153595]
[0.8784189224243164, 0.014679498970508575]
[-1.5237674713134766, -0.4379713237285614]
[-2.635176420211792, 1.491970181465149]
[-0.9365649819374084, 0.5003419518470764]
[-0.28616654872894287, 0.5130041241645813]
[1.5685820579528809, -1.361596703529358]
[-1.664655327796936, 0.8225842118263245]
[2.0659561157226562, 0.5035634636878967]
[-0.7105549573898315, 1.010626196861267]
[-2.3879802227020264, 0.19225481152534485]
[1.6477015018463135, 0.44223394989967346]
[3.0199127197265625, -0.0929727554321289]
[-1.3858481645584106, 0.11966051906347275]
[-1.1405118703842163, -3.9583492279052734]
[0.7582197189331055, 0.12238234281539917]
[0.07238619029521942, -0.9080922603607178]
[-0.2648804485797882, 0.3710956871509552]
[1.0506552457809448, 1.072857141494751]
[-0.1862507164478302, -1.8926726579666138]
[1.177125334739685, -0.769944965839386]
[0.047679781913757324, 1.626157283782959]
[0.40444207191467285, 0.33912384510040283]
[1.3275229930877686, -0.4667055606842041]
[0.47203725576400757, -0.6931171417236328]
[-0.47819092869758606, -0.9759190082550049]
[-0.8977048993110657, 0.35228100419044495]
[-0.8557744026184082, 0.530588686466217]
[0.6723740696907043, -3.300832509994507]
[-1.2185033559799194, -1.9290820360183716]
[1.318605661392212, -1.5968812704086304]
[1.875020980834961, 0.36128342151641846]
[-0.539060652256012, -0.7196776866912842]
[-1.5262430906295776, 0.12568256258964539]
[0.9204849004745483, 1.1748013496398926]
[0.4282585680484772, 0.5564965605735779]
[1.4010401964187622, 1.1150290966033936]
[0.09926529973745346, 0.4395942986011505]
[-0.22456899285316467, 1.5101230144500732]
[-0.3292120695114136, -1.802941918373108]
[1.2821593284606934, -0.6945465207099915]
[-0.002966489177197218, 2.0687713623046875]
[-0.7860512733459473, 0.136312335729599]
[1.0680289268493652, -0.3742859959602356]
[-0.002285800874233246, 0.3991475999355316]
[-0.39357441663742065, -1.0227974653244019]
[-0.13256306946277618, 0.36689507961273193]
[-0.822883129119873, 0.5366512537002563]
[1.9058259725570679, 0.3994368016719818]
[-1.400863528251648, -1.8010362386703491]
[-1.5613718032836914, -0.4941781461238861]
[1.6626406908035278, 0.3685910999774933]
[0.1653115600347519, -0.11851856112480164]
[-1.3413993120193481, 0.17275461554527283]
[0.3484865725040436, -0.023662462830543518]
[0.8159377574920654, 0.42154568433761597]
[-0.012687979266047478, 0.13780227303504944]
[0.11519156396389008, 0.45541173219680786]
[-1.1439930200576782, 0.2076796144247055]
[-0.7328864932060242, -1.4852818250656128]
[-1.88316810131073, -1.2772120237350464]
[0.07719877362251282, 2.228759765625]
[1.1665230989456177, 0.31905636191368103]
[1.564198613166809, -0.5964606404304504]
[0.7210910320281982, 1.4639029502868652]
